step,day,profile,hour_of_day,is_night,night_ratio_7d,night_ratio_14d,temporal_shift,amount,amount_log,amount_vs_avg_7d,total_amount_7d,tx_count_24h,tx_count_7d,burst_score,unique_recv_7d,unique_recv_24h,qris_ratio_7d,channel,drain_cycle_flag,dormant_flag,round_amount_flag,is_suspicious
-0.8367992730341997,-0.8175409612365088,3,-0.5723305372723365,-0.6707373863334216,-1.4684322059788923,-1.5508854615162833,-0.6482529388209818,1.0926408170353925,1.2787230376560703,0.1579539851733762,-1.2800329386693887,-0.8590679443039096,-1.263266577799038,-1.1045585178916826,-2.443074578432873,-1.5829258888454765,-0.9969773642270673,0,-0.46821073383305817,0.0,-0.10022023763370938,0
-0.756095733252793,-0.8175409612365088,3,1.718473253851854,1.4908964676421104,-1.4684322059788923,-1.5508854615162833,-0.6482529388209818,3.270830283276331,1.9945748691223069,1.5591251988365715,-1.0917091487557509,-0.737390917427134,-1.1873088297894698,1.6823768465620652,-1.597781298603054,-0.7212027992310361,-0.9969773642270673,2,-0.46821073383305817,0.0,-0.10022023763370938,0
-0.6451283660533589,-0.6963515681379795,3,1.43212277996133,-0.6707373863334216,0.8775906162757464,0.8872834549565793,1.003614207389889,1.8868043953474978,1.603766328610454,0.03525363890040606,-0.6977908720994324,-0.737390917427134,-1.1113510817799015,0.2889091643351915,-0.7524880187732347,-0.7212027992310361,-0.9969773642270673,0,-0.46821073383305817,0.0,-0.10022023763370938,0
-0.4030177467091391,-0.4539727819409211,3,1.43212277996133,-0.6707373863334216,0.09542660733604984,0.0743979382045269,0.4528817008431848,2.5013608329045383,1.7968911248772934,0.33764068473630304,-0.4345077382887806,-0.8590679443039096,-1.0353933337703332,-1.1045585178916826,0.0928052610565845,-1.5829258888454765,-0.9969773642270673,0,-0.46821073383305817,0.0,-0.10022023763370938,0
-0.17603904107393295,-0.21159399574386267,3,1.0025970691255444,-0.6707373863334216,-0.2954207948515729,-0.3318010032798519,0.17768063428445371,0.9438616094876674,1.2035488954627995,-0.35864527607003877,-0.11321798140323137,-0.8590679443039096,-0.9594355857607648,-1.1045585178916826,0.0928052610565845,-1.5829258888454765,-0.9969773642270673,2,-0.46821073383305817,0.0,-0.10022023763370938,0
-0.004544019038443899,0.030784790453195744,3,-1.0018562481081221,1.4908964676421104,-0.5300230770770368,-0.5756178949271381,0.012493919663366663,1.1287974273572656,1.2961828384235383,-0.20796514372227007,0.061062868129032756,-0.8590679443039096,-0.8834778377511966,-1.1045585178916826,0.0928052610565845,-1.5829258888454765,-0.9969773642270673,0,-0.46821073383305817,0.0,-0.10022023763370938,0
0.1417311468153556,0.15197418355172496,3,-0.28598006338181264,-0.6707373863334216,-0.2954207948515729,0.0743979382045269,-1.4741865119264173,0.6324994840935356,1.0243919398099357,-0.3429868636795551,-0.3294426660378506,-0.8590679443039096,-0.9594355857607648,-1.1045585178916826,0.0928052610565845,-1.5829258888454765,-0.9969773642270673,0,-0.46821073383305817,0.0,-0.10022023763370938,0
0.2980942551418309,0.27316357665025415,3,0.7162465952350207,-0.6707373863334216,-0.2954207948515729,-0.15771574264368948,-0.9234540053797129,3.6656714855343244,2.082261868532262,1.5344824514679414,-0.4478337327677442,-0.8590679443039096,-0.9594355857607648,-1.1045585178916826,0.0928052610565845,-1.5829258888454765,-0.9969773642270673,2,-0.46821073383305817,0.0,-0.10022023763370938,0
0.4796772196499958,0.5155423628473126,3,-1.0018562481081221,1.4908964676421104,-0.2954207948515729,-0.3318010032798519,-0.6482529388209818,0.9792978419888879,1.2219786851617949,-0.15752452020210558,-0.3379370250908105,-0.8590679443039096,-0.9594355857607648,-1.1045585178916826,0.0928052610565845,-1.5829258888454765,-0.9969773642270673,0,-0.46821073383305817,0.0,-0.10022023763370938,0
0.701611954048864,0.757921149044371,3,-1.5745571958891698,1.4908964676421104,0.8775906162757464,0.0743979382045269,0.34286734890554077,1.7323363217749133,1.5484769595134678,0.224951454581839,-0.33459227747078096,-0.8590679443039096,-0.9594355857607648,-1.1045585178916826,0.0928052610565845,-1.5829258888454765,-0.9969773642270673,0,-0.46821073383305817,0.0,-0.10022023763370938,0
